,neighborhood,year,livability_score,livability_deviation_from_avg,physical_environment_deviation,nuisance_insecurity_deviation,social_cohesion_deviation,facilities_deviation,housing_stock_deviation,dimension_scores_available,dist_supermarket,dist_daily_groceries,dist_attraction,dist_library,dist_museum,dist_performing_arts,dist_cinema,dist_sauna,dist_cafe,dist_cafeteria,dist_restaurant,dist_swimming_pool,dist_ice_rink,dist_gp_post,dist_gp_practice,dist_pharmacy,dist_hospital,dist_daycare,dist_after_school_care,dist_primary_school,dist_secondary_school,dist_highway_ramp,dist_train_station,rental_dwellings,owner_occupied_dwellings,corporation_dwellings,total_dwellings,pct_occupied,avg_woz_value,pct_feels_unsafe,pct_perceives_crime,safety_rating,pct_noise_air_traffic,pct_noise_rail_traffic,pct_noise_business,pct_noise_road_traffic,pct_noise_events,pct_noise_neighbors,pct_polluted_air,pct_bad_smell,pct_any_noise,survey_available,address_density,urbanity_class,area_water_ha,area_land_ha,area_total_ha,cohesion_scale_score,pct_actively_engaged,pct_wants_to_engage,pct_maybe_engage,engagement_available,population
10,'t Hofke,2014,3.98598611768489,-0.1162787334588,-0.0462356088007496,-0.0597899902875391,-0.0307418389185554,0.0124018767515813,0.008086827796463,True,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.38,0.57,1559.0,0.98,.,,,,0.03,0.19,0.02,0.13,0.06,0.07,0.19,0.08,0.3,False,1197,Moderately urban,0.0,150.0,.,,,,,,3573
11,'t Hofke,2015,,,,,,,,,0.6,0.4,4.6,4.1,3,3.2,3.4,2.4,0.9,0.6,0.4,3.9,6.2,4.8,0.8,0.8,2.9,0.5,0.6,0.6,1.2,0.9,3.5,0.06,0.38,0.56,1559.0,0.98,.,,,,0.06,0.22,0.04,0.1,0.08,0.1,0.17,0.04,0.34,False,1368,Moderately urban,0.0,150.0,150,,,,,,3558
12,'t Hofke,2016,4.02478469041875,-0.077480160724937,,,,,,False,0.6,0.4,4.6,4.1,3,3.2,3.4,2.4,0.9,0.6,0.4,3.9,6.2,4.8,0.8,0.8,2.9,0.5,0.6,0.6,1.2,0.9,3.5,0.11,0.39,0.49,1563.0,0.98,204,,,,0.04,0.23,0.02,0.09,0.05,0.13,0.2,0.06,0.34,False,1371,Moderately urban,0.0,150.0,150,,,,,,3480
13,'t Hofke,2017,,,,,,,,,0.6,0.4,4.6,4.1,3,3.2,3.4,2.4,0.9,0.6,0.4,3.9,6.2,.,0.8,0.8,2.9,0.5,0.6,0.6,1.2,0.9,3.5,0.11,0.4,0.49,1564.0,0.98,211,,,,0.04,0.3,0.02,0.12,0.11,0.07,0.17,0.05,0.44,False,1375,Moderately urban,0.0,150.0,.,,,,,,3468
14,'t Hofke,2018,3.99816494753371,-0.104099903609979,-0.044550699901537,-0.0645422677649751,-0.0297480765621434,0.0159389317303011,0.0188022088883754,True,0.6,0.4,4.8,4.1,3,1.3,3.4,2.4,0.9,0.6,0.4,3.9,6.2,4.8,0.8,0.8,2.9,0.5,0.6,0.6,1.2,0.9,3.5,0.1,0.4,0.49,1564.0,0.98,223,0.32,0.1,7.1,0.01,0.33,0.02,0.26,0.12,0.1,0.2,0.08,0.5,True,1376,Moderately urban,0.0,150.0,150,6.6,,,,False,3456
15,'t Hofke,2019,,,,,,,,,0.5,0.4,4.9,4,2.9,1.2,3.7,2.4,0.9,0.6,0.5,3.9,6.2,4.8,0.8,0.8,2.9,0.5,0.6,0.6,1.2,0.9,3.3,0.09,0.42,0.49,1575.0,0.98,245,0.29,0.13,6.9,0.02,0.28,0.02,0.24,0.1,0.12,0.2,0.08,0.47,True,1378,Moderately urban,0.0,150.0,150,6.3,,,,False,3473
16,'t Hofke,2020,3.99387648611651,-0.108388365027173,-0.0263383980993175,-0.104624191251605,-0.032060685285659,0.0379098648610562,0.0167250447483521,True,0.6,0.4,4.9,3.9,2.9,1.2,3.7,2.3,0.9,0.6,0.5,3.8,6.2,4.7,0.8,0.8,2.8,0.5,0.6,0.6,1.2,1,3.2,0.12,0.35,0.53,1875.0,0.93,230,0.28,0.15,6.9,0.03,0.26,0.03,0.23,0.1,0.16,0.21,0.11,0.51,True,1429,Moderately urban,0.0,150.0,150,6.1,,,,False,3683
17,'t Hofke,2021,,,,,,,,,0.6,0.4,4.6,3.9,2.8,1.3,3.7,2.3,0.9,0.6,0.5,3.7,6.1,4.7,0.8,0.8,2.8,0.5,0.6,0.6,1.2,1,3.2,0.08,0.35,0.57,1876.0,0.96,245,0.24,0.12,7.1,0.05,0.26,0.02,0.19,0.06,0.14,0.18,0.09,0.41,True,1434,Moderately urban,0.0,150.0,150,6.2,,,,False,3734
18,'t Hofke,2022,4.03110759206847,-0.0711572590752163,-0.0237083104541709,-0.0360448653949909,0.0114041250284627,0.0351021522505621,-0.0579103605050795,True,0.6,0.4,4.8,4.2,3,1.3,4,2.5,1.8,0.7,0.5,3.9,6.3,4.8,0.9,0.9,2.9,0.5,0.6,0.6,1.2,1,3.6,0.08,0.35,0.57,1876.0,0.97,268,0.21,0.12,7.3,0.04,0.27,0.02,0.24,0.08,0.16,0.22,0.09,0.45,True,1438,Moderately urban,0.0,150.0,150,6.2,,,,False,3737
19,'t Hofke,2023,,,,,,,,,0.6,0.4,4.8,4.2,3,1.3,4,2.5,1.8,0.7,0.6,5.7,6.3,4.8,0.9,0.9,2.9,0.5,0.6,0.6,1.2,1,3.5,0.08,0.34,0.59,1957.0,0.97,300,0.19,0.12,7.4,0.04,0.31,0.04,0.3,0.11,0.18,0.21,0.07,0.51,True,1452,Moderately urban,0.0,150.0,150,6.2,0.39,0.18,0.38,True,3805
20,'t Hofke,2024,4.01305038141415,-0.0892144697295325,-0.0281726167378571,-0.0361263754101714,0.01206849914647,0.0435810350767843,-0.0805650118047584,True,0.6,0.4,5.2,4.2,3,1.3,4,2.5,1.8,0.7,0.6,5.7,6.3,4.8,0.9,0.9,2.9,0.5,0.6,0.6,1.2,1,3.5,0.08,0.33,0.58,1960.0,0.98,299,0.24,0.12,7.4,0.04,0.29,0.02,0.26,0.13,0.18,0.19,0.07,0.51,True,1454,Moderately urban,0.0,150.0,150,6,0.41,0.21,0.43,True,3791
21,'t Hofke,2025,,,,,,,,,0.6,0.4,5.2,1.8,.,.,4,2.5,1.8,0.7,0.6,5.7,6.3,.,0.9,0.9,2.9,0.5,0.6,0.6,.,1,3.4,0.07,0.34,0.58,1959.0,0.97,299,0.21,0.12,7.5,0.02,0.21,0.01,0.23,0.11,0.16,0.16,0.05,0.47,True,1454,Moderately urban,0.0,150.0,150,6.1,0.39,0.22,0.35,True,3759
32,'t Hool,2014,3.8730558948039,-0.229208956339784,-0.0234881742308902,-0.151110370321033,-0.0580041402111084,0.0044102214231177,-0.0010164929998701,True,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.3,0.67,1016.0,0.96,.,,,,0.05,0.02,0.04,0.14,0.06,0.17,0.15,0.11,0.29,False,2830,Very strongly urban,0.0,34.0,.,,,,,,2099
33,'t Hool,2015,,,,,,,,,1.1,0.7,2,4.5,4.6,4.6,4.5,5.7,1.2,0.8,0.8,1.8,7.8,1.9,0.5,0.9,1.9,0.7,0.7,0.9,1.6,2.5,3.9,0.03,0.31,0.66,1017.0,0.98,.,,,,0.03,0.01,0.02,0.12,0.04,0.16,0.21,0.07,0.29,False,3339,Very strongly urban,0.0,34.0,34,,,,,,2134
34,'t Hool,2016,3.87731959957577,-0.224945251567912,,,,,,False,1.1,0.7,2,4.5,4.5,4.2,4.5,5.7,1.2,0.8,0.5,1.8,7.8,1.9,0.5,0.5,1.9,0.7,0.7,0.9,1.6,2.5,3.9,0.03,0.31,0.66,1017.0,0.98,179,,,,0.02,0,0.02,0.15,0.04,0.15,0.22,0.04,0.33,False,3342,Very strongly urban,0.0,34.0,34,,,,,,2112
35,'t Hool,2017,,,,,,,,,1.1,0.7,2,4.5,4.5,4.2,4.5,5.7,1.2,0.8,0.5,1.8,7.8,.,0.5,0.5,1.9,0.7,0.7,0.9,1.6,2.5,3.8,0.04,0.31,0.65,1024.0,0.99,182,,,,0.03,0.01,0.05,0.16,0.09,0.19,0.19,0.04,0.39,False,3343,Very strongly urban,0.0,34.0,.,,,,,,2168
36,'t Hool,2018,3.90286080536794,-0.199404045775742,-0.0255362401706045,-0.128137898011714,-0.0468584100818267,0.0060375498922355,-0.0049090474038334,True,1.1,0.7,2,4.5,4.5,4.1,4.5,5.7,1.2,0.8,0.5,1.8,7.8,1.9,0.5,0.5,1.9,0.7,0.7,0.9,1.6,2.5,3.8,0.02,0.33,0.65,1024.0,0.98,193,0.32,0.21,6.5,0.07,0.02,0.08,0.21,0.14,0.22,0.24,0.09,0.52,True,3345,Very strongly urban,0.0,34.0,34,6.1,,,,False,2204
37,'t Hool,2019,,,,,,,,,1.1,0.7,2.2,4.5,4.5,4.1,4.5,5.7,1.2,0.8,0.8,2,7.8,1.9,0.6,0.8,1.9,0.6,0.6,0.9,1.6,2.4,3.8,0.02,0.33,0.65,1029.0,0.98,211,0.36,0.17,6.4,0.04,0.01,0.06,0.22,0.13,0.2,0.19,0.07,0.45,True,3349,Very strongly urban,0.0,34.0,34,6,,,,False,2240
38,'t Hool,2020,3.92592285910149,-0.176341992042192,-0.0174399988846011,-0.132544259220485,-0.0452144205559479,0.0156868243931982,0.0031698622256434,True,1.1,0.7,2.2,4.5,4.5,4.1,4.5,5.7,1.2,0.8,0.8,2,7.8,1.9,0.6,0.8,1.9,0.6,0.6,0.9,1.6,2.4,3.8,0.03,0.32,0.65,1029.0,0.99,230,0.47,0.26,6.3,0.06,0,0.05,0.27,0.1,0.2,0.25,0.13,0.48,True,3350,Very strongly urban,0.0,34.0,34,5.8,,,,False,2256
39,'t Hool,2021,,,,,,,,,1.1,1,2.2,4.5,4.5,4.5,4.5,5.7,1.2,0.8,0.8,2,7.8,1.9,0.6,0.8,1.9,0.6,0.6,0.9,1.6,2.4,3.8,0.03,0.32,0.65,1029.0,0.98,252,0.41,0.26,6.7,0.07,0,0.05,0.28,0.1,0.17,0.16,0.1,0.48,True,3351,Very strongly urban,0.0,34.0,34,5.5,,,,False,2252
40,'t Hool,2022,3.90881221876942,-0.193452632374267,-0.0148374966701642,-0.135039248725235,-0.0488925172742357,0.0087379691663173,-0.0034213388709504,True,1.1,1,3.4,4.6,4.8,4.9,4.5,0.6,1.2,0.8,0.8,2,8,1.9,0.6,0.8,1.9,0.6,0.6,0.9,1.6,2.5,3.9,0.03,0.32,0.65,1030.0,0.97,278,0.34,0.24,6.8,0.13,0.03,0.06,0.3,0.1,0.24,0.26,0.2,0.49,True,3354,Very strongly urban,0.0,34.0,34,5.4,,,,False,2242
41,'t Hool,2023,,,,,,,,,1.1,1,2,4.6,4.8,4.9,4.5,0.6,1.2,0.8,0.8,1.3,8,1.9,0.6,0.8,1.9,0.7,0.7,0.9,1.6,2.5,3.9,0.04,0.32,0.65,1034.0,0.98,320,0.31,0.28,6.6,0.14,0.05,0.09,0.31,0.11,0.29,0.23,0.17,0.49,True,3358,Very strongly urban,0.0,34.0,34,5.2,0.21,0.15,0.27,True,2269
42,'t Hool,2024,3.8955533732382,-0.206711477905489,-0.0206202586406149,-0.117916806142819,-0.0534787209433579,0.0038269200862234,-0.0185226122649211,True,1.1,1,2,4.6,4.6,4.9,4.5,0.6,1.2,0.8,0.8,1.3,8,1.9,0.6,0.8,1.9,0.7,0.7,0.9,1.6,2.5,3.9,0.04,0.31,0.65,1034.0,0.98,322,0.39,0.33,6.5,0.11,0.02,0.09,0.33,0.1,0.25,0.28,0.15,0.52,True,3361,Very strongly urban,0.0,34.0,34,5.3,0.25,0.13,0.34,True,2298
43,'t Hool,2025,,,,,,,,,1,0.6,2,4.5,.,.,4.5,0.6,0.7,0.6,0.6,1.3,7.9,.,0.6,0.8,1.8,0.7,0.7,0.9,.,2.5,3.9,0.04,0.32,0.65,1034.0,0.96,322,0.4,0.25,6.6,0.11,0.02,0.07,0.35,0.13,0.21,0.23,0.13,0.59,True,3383,Very strongly urban,0.0,34.0,34,5.2,0.27,0.14,0.37,True,2276
54,Achtse Barrier-Gunterslaer,2014,4.05059653353343,-0.0516683176102516,-0.0073134965570807,-0.0256587683089912,0.0080143900524203,-0.028790817926139,0.0020803751295387,True,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.75,0.19,1584.0,0.99,.,,,,0.15,0.02,0.01,0.13,0.12,0.16,0.18,0.16,0.39,False,1678,Strongly urban,1.0,101.0,.,,,,,,3788
55,Achtse Barrier-Gunterslaer,2015,,,,,,,,,0.5,1.4,1.2,5.7,5.9,6.1,5.8,7.2,2.9,0.5,1.3,1.4,9.1,3.2,0.5,0.4,3.2,0.4,0.4,0.5,0.8,3.4,4.4,0.06,0.75,0.19,1587.0,0.98,.,,,,0.16,0.01,0.01,0.13,0.13,0.09,0.18,0.13,0.37,False,1769,Strongly urban,1.0,101.0,102,,,,,,3767
56,Achtse Barrier-Gunterslaer,2016,4.07144908949674,-0.0308157616469429,,,,,,False,0.5,1.4,1.2,5.7,5.9,5.6,5.8,7.2,3.1,0.5,1.3,1.4,9.1,3.2,0.5,0.4,3.2,0.4,0.4,0.5,0.8,3.4,4.4,0.06,0.75,0.19,1587.0,0.98,211,,,,0.22,0,0,0.2,0.2,0.1,0.25,0.19,0.43,False,1770,Strongly urban,1.0,101.0,102,,,,,,3737
57,Achtse Barrier-Gunterslaer,2017,,,,,,,,,0.5,1.4,1.2,5.7,6,5.6,5.9,7.3,3.2,0.5,1.3,1.4,9.1,.,0.5,0.4,3.2,0.4,0.4,0.5,1.5,3.4,4.4,0.05,0.75,0.19,1587.0,0.99,218,,,,0.26,0.01,0.03,0.15,0.21,0.04,0.23,0.16,0.46,False,1770,Strongly urban,1.0,101.0,.,,,,,,3754
58,Achtse Barrier-Gunterslaer,2018,4.07540684289007,-0.0268580082536187,-0.0094687127366357,0.0013515534078082,0.0119520285669567,-0.0419422367193677,0.0112493592276196,True,0.5,1.4,1.2,5.8,6,4.8,5.9,7.3,3.2,0.5,1.3,1.4,9.1,3.1,0.5,0.4,3.1,0.4,0.4,0.5,1.1,3.4,4.4,0.06,0.77,0.18,1588.0,0.98,231,0.22,0.13,7,0.31,0.01,0.03,0.15,0.16,0.11,0.29,0.37,0.46,True,1770,Strongly urban,1.0,101.0,102,6.3,,,,False,3728
59,Achtse Barrier-Gunterslaer,2019,,,,,,,,,0.5,1.3,1.2,5.8,5.9,5.5,5.9,7.3,3.2,0.5,1.3,1.4,9.1,3.1,0.5,0.5,3.1,0.4,0.4,0.5,1.5,3.3,4.3,0.04,0.77,0.19,1587.0,0.99,252,0.27,0.12,7,0.34,0.02,0.02,0.22,0.25,0.12,0.29,0.39,0.53,True,1778,Strongly urban,1.0,101.0,102,6.3,,,,False,3737
60,Achtse Barrier-Gunterslaer,2020,4.09123328022591,-0.0110315709177717,-0.0057567349371736,0.0004284457441699,0.0125628621179727,-0.0305346287311758,0.012268484888435,True,0.5,1.5,1.3,5.8,6,5.6,5.9,7.4,1.7,0.5,1.4,1.5,9.2,3.2,0.5,0.5,3.2,0.4,0.4,0.5,1.6,3.3,4.4,0.04,0.77,0.19,1587.0,0.98,271,0.23,0.11,7.1,0.28,0.02,0.01,0.26,0.18,0.11,0.21,0.24,0.51,True,1781,Strongly urban,1.0,101.0,102,6.3,,,,False,3721
61,Achtse Barrier-Gunterslaer,2021,,,,,,,,,0.5,1.5,1.3,5.8,6,5.7,5.3,7.4,1.7,0.5,1.4,1.5,9.2,3.2,0.5,0.5,3.2,0.4,0.4,0.5,1.5,3.4,4.4,0.04,0.77,0.19,1587.0,0.99,290,0.19,0.05,7.3,0.29,0.01,0.01,0.33,0.1,0.08,0.14,0.14,0.5,True,1782,Strongly urban,1.0,101.0,102,6.2,,,,False,3711
62,Achtse Barrier-Gunterslaer,2022,4.1031368338847,0.0008719827410119,-0.0015705053671659,0.0069155984946463,0.0096341866430196,-0.0381908099451357,0.0240835129156473,True,0.6,1.5,4.4,6.1,6.3,6,5.4,3.3,3.3,0.5,1.5,1.5,9.3,3.2,0.5,0.5,3.2,0.6,0.4,0.5,1.6,3.8,4.4,0.04,0.77,0.19,1586.0,0.98,319,0.2,0.03,7.3,0.38,0.03,0.02,0.34,0.15,0.1,0.23,0.25,0.58,True,1783,Strongly urban,1.0,101.0,102,6.3,,,,False,3695
63,Achtse Barrier-Gunterslaer,2023,,,,,,,,,0.6,1.5,1.5,6,6.2,6,5.4,3.3,3.3,0.5,1.5,1.5,9.3,3.2,0.5,0.5,3.2,0.6,0.6,0.5,1.6,3.8,4.4,0.04,0.77,0.19,1586.0,0.98,372,0.2,0.02,7.6,0.3,0.02,0.03,0.26,0.19,0.09,0.23,0.16,0.53,True,1787,Strongly urban,1.0,101.0,102,6.4,0.29,0.16,0.26,True,3717
64,Achtse Barrier-Gunterslaer,2024,4.06231710569414,-0.0399477454495467,-0.008415857205148,-0.0128501876608829,0.0029874668484493,-0.0383138334903143,0.016644666058349,True,0.6,1.5,1.5,5.9,6.1,6.1,5.5,3.3,3.3,0.5,1.5,1.5,9.4,3.3,0.5,0.5,3.3,0.6,0.6,0.5,1.6,3.4,4.5,0.05,0.77,0.19,1589.0,0.98,372,0.17,0.03,7.8,0.32,0.01,0.01,0.28,0.18,0.09,0.19,0.15,0.52,True,1793,Strongly urban,1.0,101.0,102,6.3,0.31,0.17,0.35,True,3742
65,Achtse Barrier-Gunterslaer,2025,,,,,,,,,0.6,1.5,1.5,5.9,.,.,5.5,1.2,3.3,0.5,1.4,1.5,9.4,.,0.5,0.5,3.3,0.6,0.6,0.5,.,3.4,4.5,0.04,0.77,0.19,1590.0,0.98,372,0.21,0.05,7.7,0.33,0.01,0.01,0.23,0.12,0.08,0.2,0.1,0.5,True,1798,Strongly urban,1.0,101.0,102,6.1,0.32,0.17,0.4,True,3773
76,Achtse Barrier-Hoeven,2014,4.01317581259052,-0.0890890385531636,-0.0099908157590031,-0.0349727433838635,-0.0058683622468175,-0.0514375762515529,0.0131804590880732,True,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.58,0.36,1740.0,0.99,.,,,,0.26,0.01,0.03,0.18,0.17,0.13,0.21,0.29,0.44,False,1298,Moderately urban,0.0,74.0,.,,,,,,4111
77,Achtse Barrier-Hoeven,2015,,,,,,,,,0.6,0.7,1.8,5.3,6.5,6.8,6.5,7,3.5,0.6,0.6,2.1,9.8,3.8,1.1,1,3.8,0.3,0.5,0.5,1.7,2.7,5.3,0.07,0.58,0.35,1740.0,0.98,.,,,,0.31,0,0.04,0.21,0.23,0.1,0.25,0.3,0.48,False,1327,Moderately urban,0.0,74.0,74,,,,,,4070
78,Achtse Barrier-Hoeven,2016,4.03594411828044,-0.0663207328632494,,,,,,False,0.6,0.7,1.9,5.3,6.5,6.1,6.5,7,3.8,0.6,0.6,2.1,9.9,3.8,1.1,1,3.8,0.3,0.5,0.5,1.7,2.7,5.3,0.07,0.58,0.35,1740.0,0.99,206,,,,0.33,0.01,0.03,0.18,0.2,0.08,0.32,0.29,0.45,False,1327,Moderately urban,0.0,74.0,74,,,,,,4087
79,Achtse Barrier-Hoeven,2017,,,,,,,,,0.7,0.7,1.9,5.4,6.6,6.2,6.6,7.1,3.9,0.6,0.6,2.1,10,.,1.1,1.1,3.8,0.4,0.4,0.6,2.3,2.7,5.3,0.06,0.59,0.35,1740.0,0.99,212,,,,0.31,0.03,0.07,0.16,0.27,0.08,0.31,0.31,0.48,False,1327,Moderately urban,0.0,74.0,.,,,,,,4048
80,Achtse Barrier-Hoeven,2018,4.02890547945249,-0.0733593716911966,-0.0140141341640186,-0.0072703051813573,-0.0033145141097439,-0.0602121439736325,0.0114517257375555,True,0.7,0.7,1.9,5.5,6.6,5.7,6.6,7.1,3.9,0.6,0.6,2.1,10,3.8,1.1,1.1,3.8,0.4,0.4,0.6,1.9,2.7,5.3,0.09,0.59,0.31,1740.0,0.99,224,0.17,0.08,7.2,0.41,0.01,0.04,0.22,0.29,0.1,0.32,0.45,0.57,True,1327,Moderately urban,0.0,74.0,74,6.1,,,,False,4013
81,Achtse Barrier-Hoeven,2019,,,,,,,,,0.6,0.6,1.9,5.5,6.6,6.1,6.5,7.4,3.8,0.6,0.6,2.1,10,3.8,1.1,1.1,3.8,0.3,0.3,0.5,2.3,2.7,5.2,0.05,0.6,0.35,1740.0,0.99,240,0.21,0.1,7.1,0.49,0.04,0.04,0.28,0.41,0.1,0.31,0.45,0.69,True,1327,Moderately urban,0.0,74.0,74,6.3,,,,False,4005
82,Achtse Barrier-Hoeven,2020,4.05898461062232,-0.0432802405213623,-0.0114218541842564,-0.0016164023413683,-0.0004768227590074,-0.0486632103572957,0.0188980491205652,True,0.6,0.6,2,5.5,6.7,6.2,6.5,7.4,2.2,0.6,0.6,2.2,10,3.8,1.1,1.1,3.8,0.6,0.5,0.5,2.3,2.7,5.2,0.05,0.6,0.35,1740.0,0.99,260,0.22,0.1,7.2,0.46,0.04,0.02,0.29,0.29,0.11,0.36,0.4,0.63,True,1328,Moderately urban,0.0,74.0,74,6.6,,,,False,3989
83,Achtse Barrier-Hoeven,2021,,,,,,,,,0.6,0.6,2,5.6,6.7,6.3,6.2,7.4,2.2,0.6,0.6,2.2,10,3.8,1.1,1.1,3.8,0.6,0.6,0.5,2.3,2.7,5.2,0.05,0.6,0.35,1741.0,0.98,278,0.19,0.08,7.2,0.5,0.05,0.03,0.29,0.23,0.09,0.27,0.35,0.65,True,1327,Moderately urban,0.0,74.0,74,6.4,,,,False,3936
84,Achtse Barrier-Hoeven,2022,4.0585718275143,-0.0436930236293903,-0.0041468236721988,-0.0011275256500203,-0.0034285831377443,-0.0566770367841556,0.0216869456147286,True,0.6,0.6,4.9,6.2,6.9,6.4,6.3,3.9,3.9,0.6,0.6,2.2,10.1,3.9,1.1,1.1,3.9,0.6,0.6,0.6,2.3,4.3,5.3,0.05,0.6,0.35,1740.0,0.98,304,0.14,0.08,7.5,0.54,0.05,0.04,0.27,0.24,0.1,0.27,0.29,0.66,True,1336,Moderately urban,0.0,74.0,74,6.4,,,,False,3883
85,Achtse Barrier-Hoeven,2023,,,,,,,,,0.6,0.6,2.2,6.2,6.8,6.4,6.3,3.9,3.9,0.6,0.6,2.2,10.1,3.9,1.1,1.1,3.9,0.6,0.6,0.6,2.3,4.3,5.3,0.05,0.6,0.35,1741.0,0.99,355,0.18,0.1,7.5,0.52,0.03,0.04,0.3,0.29,0.13,0.29,0.24,0.68,True,1350,Moderately urban,0.0,74.0,74,6.2,0.21,0.09,0.31,True,3907
86,Achtse Barrier-Hoeven,2024,4.0359814380486,-0.0662834130950905,-0.0076987227410087,-0.0137601443580412,-0.0076638851679805,-0.0569001430225454,0.019739482194485,True,0.6,0.6,2.2,5.6,6.6,6.4,6.4,3.9,3,1.2,0.6,2.2,10.2,3.9,1.1,1.1,3.9,0.6,0.6,1.1,2.3,2.7,5.4,0.05,0.6,0.34,1742.0,0.98,356,0.18,0.1,7.4,0.45,0.04,0.05,0.23,0.2,0.11,0.26,0.21,0.58,True,1375,Moderately urban,0.0,74.0,74,5.9,0.28,0.09,0.42,True,3885
87,Achtse Barrier-Hoeven,2025,,,,,,,,,0.6,0.6,2.2,5.6,.,.,6.4,1.8,3,1.2,0.6,2.2,10.2,.,1.1,1.1,3.9,0.4,0.4,1.1,.,2.7,5.4,0.05,0.6,0.34,1742.0,0.99,356,0.17,0.07,7.5,0.42,0.02,0.02,0.22,0.18,0.09,0.17,0.15,0.58,True,1396,Moderately urban,0.0,74.0,74,5.8,0.29,0.13,0.44,True,3886
98,Achtse Barrier-Spaaihoef,2014,4.04986655891854,-0.0523982922251449,-0.0210456982903434,-0.0058499722221629,0.0146849982776293,-0.0436913784948547,0.0035037585045866,True,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.82,0.1,1886.0,0.98,.,,,,0.23,0.02,0.02,0.14,0.13,0.11,0.15,0.18,0.4,False,1523,Strongly urban,1.0,101.0,.,,,,,,4663
99,Achtse Barrier-Spaaihoef,2015,,,,,,,,,0.7,0.7,2.1,5.1,6,6.7,5.9,7.7,3.7,0.7,0.8,2.3,9.5,4,0.7,0.7,4,0.5,0.4,0.5,1.2,3.5,4.7,0.08,0.83,0.09,1886.0,0.99,.,,,,0.32,0.02,0.02,0.17,0.14,0.1,0.19,0.16,0.42,False,1543,Strongly urban,1.0,101.0,102,,,,,,4653
100,Achtse Barrier-Spaaihoef,2016,4.07517626386145,-0.0270885872822395,,,,,,False,0.7,0.7,2.1,5.1,6,5.4,5.9,7.7,3.7,0.7,0.8,2.3,9.5,4,0.7,0.7,4,0.5,0.4,0.5,1.2,3.5,4.7,0.1,0.83,0.07,1886.0,0.98,233,,,,0.45,0.04,0.02,0.21,0.24,0.16,0.23,0.22,0.53,False,1543,Strongly urban,1.0,101.0,102,,,,,,4603
101,Achtse Barrier-Spaaihoef,2017,,,,,,,,,0.7,0.7,2.1,5.2,6,5.4,6,7.7,3.7,0.7,0.8,2.3,9.5,.,0.7,0.7,4,0.5,0.5,0.5,2.1,3.5,4.7,0.09,0.84,0.07,1886.0,0.98,241,,,,0.52,0.03,0.03,0.24,0.3,0.11,0.23,0.18,0.59,False,1546,Strongly urban,1.0,101.0,.,,,,,,4549
102,Achtse Barrier-Spaaihoef,2018,4.06757645518516,-0.0346883959585274,-0.0181804490069902,0.0107324984883797,0.0206843719612056,-0.0567339316459334,0.0088091142448106,True,0.7,0.7,2.1,5.2,6,5.1,5.8,7.7,3.7,0.7,0.8,2.3,9.5,4,0.7,0.7,4,0.5,0.5,0.5,1.6,3.5,4.7,0.07,0.86,0.07,1886.0,0.99,256,0.22,0.09,7.2,0.57,0.02,0.02,0.27,0.24,0.07,0.26,0.27,0.61,True,1545,Strongly urban,1.0,101.0,102,6.2,,,,False,4554
103,Achtse Barrier-Spaaihoef,2019,,,,,,,,,0.8,0.8,1.9,5.2,6,5.4,5.8,7.8,3.7,0.7,0.7,2.1,9.4,4,0.6,0.6,4,0.5,0.4,0.5,2.2,3.4,4.6,0.06,0.87,0.07,1886.0,0.98,273,0.18,0.09,7.2,0.57,0.02,0.01,0.24,0.28,0.08,0.27,0.31,0.62,True,1547,Strongly urban,1.0,101.0,102,6.2,,,,False,4517
104,Achtse Barrier-Spaaihoef,2020,4.1051565838767,0.0028917327330166,-0.0155906305111314,0.0263532824430961,0.0236087183844963,-0.0455236529933785,0.014044015409934,True,0.8,0.8,2,5.2,6,5.4,5.8,7.8,1.2,0.7,0.8,2.2,9.5,4.1,0.6,0.6,4.1,0.5,0.4,0.5,2.3,3.5,4.7,0.06,0.87,0.07,1886.0,0.99,296,0.18,0.1,7.1,0.59,0.03,0.02,0.27,0.2,0.09,0.33,0.26,0.67,True,1548,Strongly urban,1.0,101.0,102,6.2,,,,False,4505
105,Achtse Barrier-Spaaihoef,2021,,,,,,,,,0.9,1,2,5.2,6,5.4,5.6,7.9,1.2,0.9,1,2.2,9.5,4.1,0.6,0.6,4.1,0.4,0.6,0.5,2.2,3.6,4.7,0.06,0.87,0.07,1886.0,0.99,318,0.14,0.04,7.2,0.65,0.03,0.02,0.3,0.14,0.08,0.31,0.18,0.71,True,1549,Strongly urban,1.0,101.0,102,6.3,,,,False,4474
106,Achtse Barrier-Spaaihoef,2022,4.13613915444724,0.0338743033035516,-0.0094427788771768,0.0468714346423079,0.0227655549515176,-0.054737395830099,0.0284174884170017,True,0.9,1,4.7,5.2,6,5.5,5.7,4.2,4.1,0.9,1,2.2,9.6,4.1,0.6,0.6,4.1,0.5,0.6,0.5,2.3,3.7,4.8,0.05,0.88,0.07,1886.0,0.99,345,0.12,0.03,7.4,0.58,0.01,0.02,0.25,0.2,0.13,0.28,0.14,0.67,True,1549,Strongly urban,1.0,101.0,102,6.2,,,,False,4470
